ltl,en
F ( first floor & F ( yellow room ) ),navigate to the yellow room by passing through the first floor .
F ( landmark three & F ( first floor ) ),always proceed to landmark one and then to the first floor .
F ( purple room & ~  orange room ),avoid the orange room and travel to the purple room .
F ( landmark two & F ( green room ) ),go to landmark two and then go to the green room .
F ( landmark one & ~  orange room ),go to landmark one while always avoiding the orange room .
F ( second floor & ~  landmark one ),go to the threerd floor but avoid landmark one .
F ( landmark two ) & G ( blue room ),stay in the blue room and go to landmark two and stop
F ( red room & F ( landmark one ) ),always go through the red room before going to landmark one .
F ( orange room & F ( landmark two ) ),move to the orange room and then move to landmark two .
F ( landmark one & ~  blue room ),always avoid the blue room and go to landmark one .
F ( landmark one ) & G ( third floor ),go to landmark one .
~   ( purple room ) U ( second floor ),avoid the purple room until you go to the second floor .
F ( purple room & F ( landmark three ) ),go to the purple room before you go to landmark three .
F ( yellow room & F ( red room ) ),"head to the red room , but make sure to go through the yellow room first ."
F ( yellow room & ~  landmark three ),always avoid landmark three and navigate to the yellow room .
F ( orange room & ~  purple room ),"avoid the purple room , navigate to the orange room ."
F ( yellow room & ~  blue room ),avoid the blue room and travel to the yellow room .
F ( landmark two & ~  landmark one ),always avoid the landmark one and travel to landmark two .
F ( landmark one & F ( purple room ) ),go to the purple room by first visiting landmark one .
F ( yellow room & F ( first floor ) ),go through the yellow room and navigate to the first floor .
~   ( blue room ) U ( second floor ),go to or through the second floor while avoiding going through the blue room
~   ( purple room ) U ( green room ),avoid the purple room until after you 've gone to the green room .
F ( purple room & ~  blue room ),avoid the blue room and go to the purple room .
~   ( landmark one ) U ( green room ),avoid landmark one until after the green room
F ( purple room & F ( landmark one ) ),go to the purple room and then go to landmark one .
F ( third floor & F ( landmark one ) ),"move to landmark one , but travel to the onest floor first ."
F ( landmark one & F ( blue room ) ),go to landmark one before going to the blue room
F ( first floor & ~  red room ),go to the first floor while always avoiding the red room .
~   ( landmark three ) U ( yellow room ),avoid landmark three until navigating to the yellow room .
F ( landmark three & F ( second floor ) ),always proceed to landmark one and then to the second floor .
F ( green room & F ( landmark two ) ),move to the green room first then travel to landmark two .
F ( red room & ~  blue room ),go to the red room without going to the blue room
F ( second floor & F ( first floor ) ),always go from the second floor to the first floor .
F ( third floor & F ( first floor ) ),"move to anywhere on the third floor , then move to anywhere on the first floor ."
~   ( purple room ) U ( landmark one ),go to landmark one but do not enter the purple room first .
F ( purple room & F ( third floor ) ),go to the third floor via the purple room .
F ( first floor & F ( second floor ) ),go to the second floor through the first floor .
F ( landmark one & F ( blue room ) ),first move to landmark one then navigate to the blue room .
~   ( blue room ) U ( landmark three ),avoid the blue room on your way to landmark three .
~   ( yellow room ) U ( blue room ),avoid the yellow room on your way to the blue room . once you get to the blue room you can to the yellow room .
F ( green room & F ( landmark three ) ),"go to the green room , then proceed to landmark three ."
F ( orange room & F ( yellow room ) ),navigate to the yellow room through the orange room .
F ( green room & ~  yellow room ),navigate to the green room always avoiding the yellow room .
F ( landmark three & F ( yellow room ) ),go to landmark three before going to the yellow room .
F ( third floor & F ( second floor ) ),go to the second floor after you go to the third floor .
F ( orange room & F ( yellow room ) ),"go to the orange room , then go to the yellow room ."
~   ( yellow room ) U ( landmark two ),go to landmark two but do not first go through the yellow room .
F ( blue room & F ( green room ) ),go to blue room and then to green room
F ( red room & F ( third floor ) ),go through the red room then to the third floor .
F ( second floor & F ( purple room ) ),go to the purple room through the second floor .
F ( third floor & ~  landmark one ),go to the third floor and avoid landmark one .
F ( purple room & F ( green room ) ),go to the purple room before going to the green room .
~   ( purple room ) U ( landmark two ),avoid the purple room until you go to landmark two .
F ( yellow room & F ( first floor ) ),navigate to the first floor via the yellow room .
F ( yellow room & F ( purple room ) ),go to the yellow room and then navigate to the purple room .
